,Specialty,State,METHADONE.HCL,OXYCODONE.ACETAMINOPHEN,HYDROCODONE.ACETAMINOPHEN,ACETAMINOPHEN.CODEINE,FENTANYL,TRAMADOL.HCL,MORPHINE.SULFATE.ER,OXYCODONE.HCL,MORPHINE.SULFATE,OXYCONTIN,HYDROMORPHONE.HCL
10138,Optometry,FL,0,0,0,0,0,0,0,0,0,0,0
10139,Ophthalmology,MD,0,0,0,0,0,0,0,0,0,0,0
10140,Physician Assistant,PA,0,0,0,0,0,0,0,0,0,0,0
10141,Physician Assistant,CA,0,0,52,0,0,29,0,0,0,0,0
10142,Otolaryngology,FL,0,0,0,0,0,0,0,0,0,0,0
10143,Family Practice,CA,0,18,96,14,25,34,44,0,0,0,0
10144,Nurse Practitioner,WA,0,0,0,0,0,0,0,0,0,0,0
10145,Dentist,FL,0,0,13,0,0,0,0,0,0,0,0
10146,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
10147,Family Practice,PA,0,14,34,0,13,11,0,14,0,0,0
10148,Emergency Medicine,CA,0,0,43,0,0,14,0,0,0,0,0
10149,Physician Assistant,CA,0,0,0,0,0,43,0,0,0,0,0
10150,Dentist,AL,0,0,81,0,0,0,0,0,0,0,0
10151,Nurse Practitioner,TN,0,0,0,0,0,0,0,0,0,0,0
10152,Dentist,NC,0,0,0,0,0,0,0,0,0,0,0
10153,Physician Assistant,NY,0,0,0,0,0,0,0,0,0,0,0
10154,Physician Assistant,NC,0,20,37,0,0,56,0,16,0,0,0
10155,Physician Assistant,NC,0,65,78,0,0,45,0,0,0,0,0
10156,Dentist,TX,0,0,0,19,0,0,0,0,0,0,0
10157,Nurse Practitioner,OH,0,0,0,0,0,0,0,0,0,0,0
10158,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
10159,Student in an Organized Health Care Education/Training Program,OH,0,0,0,0,0,0,0,0,0,0,0
10160,Physician Assistant,PA,0,26,37,0,0,55,0,80,0,15,0
10161,Urology,TX,0,0,20,0,0,0,0,0,0,0,0
10162,Student in an Organized Health Care Education/Training Program,DC,0,0,0,0,0,0,0,0,0,0,0
10163,Student in an Organized Health Care Education/Training Program,IL,0,0,25,0,0,0,0,0,0,0,0
10164,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
10165,Internal Medicine,NJ,0,49,29,18,31,75,11,0,0,73,0
10166,Nurse Practitioner,PA,0,0,0,0,0,0,0,0,0,0,0
10167,Optometry,SC,0,0,0,0,0,0,0,0,0,0,0
10168,Emergency Medicine,CO,0,0,0,0,0,0,0,0,0,0,0
10169,Pulmonary Disease,PA,0,0,0,0,0,0,0,0,0,0,0
10170,Hematology/Oncology,WI,0,20,31,0,26,0,24,13,0,0,0
10171,Emergency Medicine,CA,0,0,48,0,0,0,0,0,0,0,0
10172,Internal Medicine,IA,0,0,74,0,0,66,0,0,0,0,0
10173,Internal Medicine,VA,0,0,67,0,0,46,0,0,0,0,0
10174,Nurse Practitioner,MI,0,0,11,0,0,15,0,0,0,0,0
10175,Emergency Medicine,FL,0,11,0,11,0,0,0,0,0,0,0
10176,Internal Medicine,TX,0,0,156,11,13,39,0,0,0,0,11
10177,Psychiatry,WA,0,0,0,0,0,0,0,0,0,0,0
10178,Podiatry,FL,0,0,40,0,0,19,0,0,0,0,0
10179,Nurse Practitioner,TN,0,0,24,0,0,0,0,0,0,0,0
10180,Dermatology,MD,0,0,0,0,0,0,0,0,0,0,0
10181,Orthopedic Surgery,MO,0,0,77,0,0,0,0,0,0,0,0
10182,Emergency Medicine,WV,0,0,412,65,0,111,0,0,0,0,0
10183,Family Practice,MA,13,33,35,23,0,87,41,29,0,0,13
10184,Internal Medicine,LA,0,0,566,18,0,166,31,0,0,0,0
10185,Family Practice,KY,0,0,0,0,0,0,0,0,0,0,0
10186,Physician Assistant,MO,0,0,0,0,0,0,0,0,0,0,0
10187,Family Practice,IN,0,0,13,0,0,0,0,0,0,0,0
10188,Cardiology,PA,0,0,0,0,0,0,0,0,0,0,0
10189,Psychiatry & Neurology,NY,0,0,0,0,0,0,0,0,0,0,0
10190,Family Practice,TN,0,15,42,0,0,63,0,0,0,11,0
10191,Internal Medicine,CT,0,0,0,0,0,0,0,0,0,0,0
10192,Dermatology,CA,0,0,0,0,0,0,0,0,0,0,0
10193,Ophthalmology,NY,0,0,0,0,0,0,0,0,0,0,0
10194,Physician Assistant,NC,0,0,0,0,0,0,0,0,0,0,0
10195,Internal Medicine,RI,0,0,0,13,0,56,12,15,0,0,0
10196,Family Practice,NY,0,41,144,0,67,54,0,37,0,0,0
10197,Internal Medicine,MD,0,14,23,0,0,0,0,0,0,0,0
10198,Dentist,NE,0,0,0,0,0,0,0,0,0,0,0
10199,Emergency Medicine,OH,0,14,67,0,0,0,0,0,0,0,0
10200,Optometry,NC,0,0,0,0,0,0,0,0,0,0,0
10201,Family Practice,MN,35,17,108,0,79,147,34,16,15,11,22
10202,Internal Medicine,VA,0,0,0,0,0,0,0,0,0,0,0
10203,Cardiology,WA,0,0,0,0,0,0,0,0,0,0,0
10204,Physician Assistant,MD,0,0,48,0,0,0,0,0,0,0,0
10205,General Surgery,OH,0,23,0,0,0,0,0,0,0,0,0
10206,Internal Medicine,TX,0,0,28,0,0,0,0,0,0,0,0
10207,Nurse Practitioner,MO,0,0,0,0,0,33,0,0,0,0,0
10208,Cardiology,SC,0,15,0,0,0,0,0,0,0,0,0
10209,Internal Medicine,NJ,0,19,0,0,0,0,0,0,0,0,0
10210,Family Practice,GA,0,25,169,0,21,98,0,14,0,0,0
10211,Dermatology,KY,0,0,0,0,0,0,0,0,0,0,0
10212,Ophthalmology,OH,0,0,0,0,0,0,0,0,0,0,0
10213,Family Practice,PA,0,80,44,12,26,46,30,28,16,0,0
10214,Internal Medicine,FL,0,11,0,50,0,28,0,0,0,0,0
10215,Dermatology,NY,0,0,0,0,0,0,0,0,0,0,0
10216,Optometry,PA,0,0,0,0,0,0,0,0,0,0,0
10217,Family Practice,CA,0,19,90,25,17,85,0,0,0,0,14
10218,Orthopedic Surgery,NH,0,27,0,0,0,0,0,0,0,0,0
10219,Cardiology,MA,0,0,0,0,0,0,0,0,0,0,0
10220,Internal Medicine,WA,0,0,69,14,11,0,0,0,0,0,0
10221,Family Practice,WI,0,0,0,0,0,0,0,0,0,0,0
10222,Family Practice,SC,0,0,31,0,0,20,0,0,0,0,0
10223,Obstetrics/Gynecology,IL,0,0,0,0,0,0,0,0,0,0,0
10224,Nurse Practitioner,CO,0,0,0,0,0,0,0,0,0,0,0
10225,Emergency Medicine,SD,12,0,266,40,26,257,28,72,28,65,0
10226,Internal Medicine,IL,0,0,0,0,0,0,0,0,0,0,0
10227,Internal Medicine,UT,0,0,76,0,0,108,0,0,0,0,0
10228,Nurse Practitioner,DE,0,0,0,0,0,0,0,0,0,0,0
10229,Endocrinology,MA,0,0,0,0,0,0,0,0,0,0,0
10230,Psychiatry,MA,0,0,0,0,0,0,0,0,0,0,0
10231,Internal Medicine,CA,0,0,14,0,0,0,0,0,0,0,0
10232,Family Practice,NV,0,0,27,13,0,0,0,0,0,0,0
10233,Psychiatry & Neurology,ME,0,0,0,0,0,0,0,0,0,0,0
10234,Nurse Practitioner,WI,0,0,0,0,0,0,0,0,0,0,0
10235,Pulmonary Disease,NC,0,0,0,0,0,0,0,0,0,0,0
10236,Otolaryngology,FL,0,0,0,0,0,0,0,0,0,0,0
10237,Gastroenterology,MI,0,0,0,0,0,0,0,0,0,0,0
10238,Family Practice,PA,0,20,112,11,19,44,15,52,0,17,0
10239,Family Practice,OK,0,24,372,27,55,125,39,0,25,13,0
10240,Nurse Practitioner,WI,0,0,12,11,0,13,0,0,0,0,0
10241,General Surgery,IA,0,0,24,0,0,0,0,0,0,0,0
10242,Internal Medicine,MD,0,56,0,0,0,94,0,44,0,0,0
10243,Nurse Practitioner,MA,0,0,0,0,0,0,0,0,0,0,0
10244,Family Practice,MI,0,0,109,19,0,0,0,0,0,0,0
10245,Allergy/Immunology,WI,0,0,0,0,0,0,0,0,0,0,0
10246,Emergency Medicine,NY,0,53,0,0,0,0,0,0,0,0,0
10247,Rheumatology,NJ,0,0,0,0,0,44,0,14,0,0,0
10248,Psychiatry & Neurology,CA,19,0,0,0,0,0,0,0,0,0,11
10249,Psychiatry,ME,0,0,0,0,0,0,0,0,0,0,0
10250,Urology,CA,0,0,0,0,0,0,0,0,0,0,0
10251,Ophthalmology,CA,0,0,0,0,0,0,0,0,0,0,0
10252,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
10253,Emergency Medicine,IA,0,0,45,0,0,0,0,0,0,0,0
10254,Gastroenterology,CA,0,0,0,0,0,0,0,0,0,0,0
10255,Family Practice,MI,0,0,78,0,0,0,0,0,0,0,0
10256,Optometry,NJ,0,0,0,0,0,0,0,0,0,0,0
10257,Internal Medicine,WA,0,0,48,16,12,20,0,0,0,13,0
10258,Family Practice,TX,0,0,60,0,0,12,0,0,0,0,0
10259,Physician Assistant,CA,0,22,150,31,0,42,0,0,0,0,0
10260,Gastroenterology,GA,0,0,15,0,0,18,0,0,0,0,0
10261,Internal Medicine,OK,0,0,0,0,0,0,0,0,0,0,0
10262,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
10263,Dentist,CO,0,0,0,0,0,0,0,0,0,0,0
10264,Internal Medicine,WV,0,52,116,0,13,422,13,22,13,0,0
10265,Internal Medicine,GA,0,0,0,0,0,52,0,0,0,0,0
10266,Psychiatry & Neurology,TX,0,0,0,0,0,0,0,0,0,0,0
10267,Endocrinology,PA,0,0,0,0,0,0,0,0,0,0,0
10268,Nurse Practitioner,NY,182,127,59,20,325,101,177,372,95,137,80
10269,Dentist,RI,0,0,0,0,0,0,0,0,0,0,0
10270,Internal Medicine,IL,0,21,154,0,0,19,0,15,0,15,0
10271,Nurse Practitioner,PA,0,0,0,0,0,24,0,0,0,0,0
10272,Nurse Practitioner,PA,0,0,0,0,0,0,0,0,0,0,0
10273,Emergency Medicine,GA,0,60,311,0,0,52,0,0,0,0,0
10274,Psychiatry & Neurology,NY,0,0,0,0,0,0,0,0,0,0,0
10275,Physician Assistant,CA,15,0,80,0,0,11,0,0,0,0,0
10276,Psychiatry,SC,0,0,0,0,0,0,0,0,0,0,0
10277,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
10278,Psychiatry & Neurology,IL,0,0,0,0,0,0,0,0,0,0,0
10279,Neurology,NY,0,0,0,0,0,0,0,0,0,0,0
10280,Dentist,CA,0,0,27,14,0,0,0,0,0,0,0
10281,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
10282,Hematology/Oncology,UT,0,0,0,0,0,0,0,0,0,0,0
10283,Emergency Medicine,WA,0,0,14,0,0,0,0,39,0,0,0
10284,Internal Medicine,NY,0,0,0,0,0,16,0,0,0,0,0
10285,Orthopedic Surgery,NJ,0,16,0,0,0,0,0,0,0,0,0
10286,Internal Medicine,TN,0,0,0,0,0,0,0,0,0,0,0
10287,Physician Assistant,NH,0,0,0,0,0,0,0,34,0,0,0
10288,Family Practice,IN,0,83,406,41,41,247,34,70,0,47,0
10289,General Surgery,CA,0,0,23,0,0,0,0,0,0,0,0
10290,Internal Medicine,IN,0,0,0,0,0,0,0,0,0,0,0
10291,Family Practice,TX,0,0,471,0,32,39,16,0,0,0,0
10292,Ophthalmology,TX,0,0,0,0,0,0,0,0,0,0,0
10293,Nurse Practitioner,TX,0,0,0,0,0,0,0,0,0,0,0
10294,Endocrinology,MO,0,0,0,0,0,0,0,0,0,0,0
10295,Internal Medicine,NJ,0,0,0,0,0,45,0,0,0,0,0
10296,Psychiatry & Neurology,CA,0,0,0,0,0,0,0,0,0,0,0
10297,Cardiology,GA,0,0,0,0,0,0,0,0,0,0,0
10298,Nurse Practitioner,TX,0,0,153,79,0,102,0,0,0,0,0
10299,Optometry,NY,0,0,0,0,0,0,0,0,0,0,0
10300,Urology,CA,0,0,0,0,0,0,0,0,0,0,0
10301,Physician Assistant,ME,0,0,22,0,0,12,0,0,0,0,0
10302,Nurse Practitioner,CT,0,23,11,0,0,0,0,32,0,14,0
10303,Emergency Medicine,PA,0,19,0,0,0,0,0,0,0,0,0
10304,Internal Medicine,NC,0,0,0,0,0,0,0,0,0,0,0
10305,General Practice,PR,0,0,0,0,0,0,0,0,0,0,0
10306,Psychiatry,OH,0,0,0,0,0,0,0,0,0,0,0
10307,Internal Medicine,NH,0,0,0,0,0,0,0,0,0,0,0
10308,Dentist,MI,0,0,11,42,0,0,0,0,0,0,0
10309,Cardiology,OR,0,0,0,0,0,0,0,0,0,0,0
10310,Dentist,WV,0,0,0,0,0,0,0,0,0,0,0
10311,Internal Medicine,PR,0,0,0,0,0,0,0,0,0,0,0
10312,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
10313,Family Practice,VA,0,0,0,0,0,0,0,0,0,0,0
10314,Dentist,NM,0,0,20,0,0,0,0,0,0,0,0
10315,Dentist,MO,0,0,0,0,0,0,0,0,0,0,0
10316,Family Practice,NM,0,0,0,0,0,0,0,0,0,0,0
10317,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
10318,Ophthalmology,CA,0,0,0,0,0,0,0,0,0,0,0
10319,Physician Assistant,CA,0,0,0,0,0,0,0,0,0,0,0
10320,Internal Medicine,CA,0,0,0,0,0,40,0,0,0,0,0
10321,Ophthalmology,TX,0,0,0,0,0,0,0,0,0,0,0
10322,Family Practice,IL,0,0,92,0,15,36,0,0,0,0,0
10323,Otolaryngology,CA,0,0,0,0,0,0,0,0,0,0,0
10324,Obstetrics/Gynecology,CA,0,0,0,0,0,0,0,0,0,0,0
10325,Nurse Practitioner,NC,0,0,0,0,0,0,0,0,0,0,0
10326,Nurse Practitioner,CT,0,0,0,0,0,0,0,0,0,0,0
10327,Nurse Practitioner,IL,0,0,0,0,0,0,0,0,0,0,0
10328,Student in an Organized Health Care Education/Training Program,CT,0,0,0,0,0,0,0,0,0,0,0
10329,Nurse Practitioner,CO,36,61,65,0,189,157,60,82,42,21,0
10330,Dentist,OH,0,0,0,0,0,0,0,0,0,0,0
10331,Nurse Practitioner,LA,0,0,0,0,0,0,0,0,0,0,0
10332,Dermatology,MI,0,0,0,0,0,0,0,0,0,0,0
10333,Physician Assistant,NJ,0,13,0,0,0,13,0,0,0,0,0
10334,Physician Assistant,AZ,0,0,49,0,0,17,0,0,0,0,0
10335,Physician Assistant,IA,0,26,93,0,0,0,0,0,0,0,0
10336,Psychiatry & Neurology,CA,0,0,0,0,0,0,0,0,0,0,0
10337,Nurse Practitioner,MS,0,81,332,0,0,75,0,0,0,0,0
10338,Dentist,NV,0,0,29,0,0,0,0,0,0,0,0
10339,Student in an Organized Health Care Education/Training Program,DC,0,0,0,0,0,0,0,0,0,0,0
10340,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
10341,Nurse Practitioner,FL,0,0,0,0,0,31,0,0,0,0,0
10342,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
10343,Internal Medicine,IL,0,0,0,0,0,0,0,0,0,0,0
10344,Student in an Organized Health Care Education/Training Program,NY,0,0,11,0,0,0,0,0,0,0,0
10345,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
10346,Podiatry,AZ,0,0,33,0,0,28,0,0,0,0,0
10347,Emergency Medicine,CT,0,0,17,0,0,0,0,0,0,0,0
10348,Dermatology,NY,0,0,0,0,0,0,0,0,0,0,0
10349,Internal Medicine,WI,0,11,91,19,18,50,0,51,0,0,0
10350,Nurse Practitioner,NY,0,0,42,0,0,0,15,0,18,0,0
10351,Dentist,TN,0,0,0,0,0,0,0,0,0,0,0
10352,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
10353,Nurse Practitioner,WA,0,0,0,0,0,0,0,0,0,0,0
10354,Physician Assistant,FL,0,0,0,0,0,0,0,0,0,0,0
10355,Student in an Organized Health Care Education/Training Program,TN,0,0,0,0,0,0,0,0,0,0,0
10356,Student in an Organized Health Care Education/Training Program,TX,0,0,0,0,0,0,0,0,0,0,0
10357,Internal Medicine,TX,0,0,0,0,0,0,0,0,0,0,0
10358,Dentist,OH,0,0,12,0,0,0,0,0,0,0,0
10359,Orthopedic Surgery,OR,0,0,70,0,0,63,0,56,0,0,0
10360,Ophthalmology,MO,0,0,0,0,0,0,0,0,0,0,0
10361,Physician Assistant,WA,0,16,103,0,0,0,0,0,0,0,0
10362,General Surgery,KY,0,33,11,0,0,0,0,0,0,0,0
10363,Internal Medicine,CA,17,28,283,28,50,65,40,18,15,0,0
10364,Nurse Practitioner,NY,0,65,0,0,19,32,0,22,0,27,18
10365,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
10366,Cardiology,NC,0,0,0,0,0,0,0,0,0,0,0
10367,Allergy/Immunology,TX,0,0,0,0,0,0,0,0,0,0,0
10368,Neurology,NJ,0,0,0,0,81,45,0,55,0,14,0
10369,Internal Medicine,AL,0,13,220,22,0,128,12,0,0,0,0
10370,Orthopedic Surgery,KS,0,0,54,0,0,14,0,0,0,0,0
10371,Otolaryngology,KY,0,0,42,0,0,0,0,0,0,0,0
10372,Physical Medicine and Rehabilitation,PR,0,0,0,42,0,62,0,0,0,0,0
10373,Hematology/Oncology,NM,0,0,0,0,0,0,0,0,0,0,0
10374,Physical Medicine and Rehabilitation,PA,0,0,0,0,0,0,0,0,0,0,0
10375,Cardiology,IN,0,0,0,0,0,0,0,0,0,0,0
10376,Family Practice,VT,84,26,162,0,0,46,33,162,28,39,0
10377,Neurology,TN,0,0,14,0,0,0,0,0,0,0,0
10378,Pulmonary Disease,MD,0,0,0,0,0,0,0,0,0,0,0
10379,Cardiology,KS,0,0,0,0,0,0,0,0,0,0,0
10380,Internal Medicine,AR,34,198,489,0,25,266,64,0,0,0,22
10381,Physician Assistant,MI,0,0,350,21,0,47,0,0,0,0,0
10382,Optometry,NJ,0,0,0,0,0,0,0,0,0,0,0
10383,Internal Medicine,FL,0,51,119,18,0,113,22,0,0,0,0
10384,Emergency Medicine,VA,0,43,80,0,0,19,0,0,0,0,0
10385,Family Practice,NC,0,60,180,0,13,88,15,56,0,21,0
10386,Internal Medicine,GA,0,0,43,18,0,83,0,0,0,0,0
10387,Family Practice,MN,0,15,49,16,0,24,0,0,0,0,0
10388,Dermatology,NC,0,0,0,0,0,0,0,0,0,0,0
10389,Internal Medicine,IL,0,0,73,41,56,217,0,0,0,0,0
10390,Cardiology,MN,0,0,0,0,0,0,0,0,0,0,0
10391,Dentist,KS,0,0,0,0,0,0,0,0,0,0,0
10392,Gastroenterology,MN,0,0,0,0,0,0,0,0,0,0,0
10393,Family Practice,AZ,0,0,0,0,0,0,0,0,0,0,0
10394,Optometry,IL,0,0,0,0,0,0,0,0,0,0,0
10395,Ophthalmology,MA,0,0,0,0,0,0,0,0,0,0,0
10396,Internal Medicine,MA,0,12,53,0,15,395,18,37,0,20,0
10397,Obstetrics/Gynecology,IN,0,0,0,0,0,0,0,0,0,0,0
10398,Psychiatry,WI,0,0,0,0,0,0,0,0,0,0,0
10399,Dermatology,MD,0,0,0,0,0,0,0,0,0,0,0
10400,Orthopedic Surgery,NY,0,21,90,0,0,0,0,0,0,0,0
10401,Emergency Medicine,OH,0,18,0,0,0,0,0,0,0,0,0
10402,Podiatry,FL,0,0,0,0,0,0,0,0,0,0,0
10403,Family Practice,MN,0,0,0,0,0,0,0,0,0,0,0
10404,Family Practice,OH,0,35,203,0,14,360,12,25,0,0,0
10405,Endocrinology,TN,0,0,0,0,0,0,0,0,0,0,0
10406,Internal Medicine,WA,14,0,0,0,0,0,0,0,0,0,0
10407,Orthopedic Surgery,OH,0,27,49,0,0,19,0,0,0,0,0
10408,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
10409,Physical Medicine and Rehabilitation,MA,0,0,0,0,0,0,0,0,0,0,0
10410,Family Practice,OH,0,0,0,0,0,0,0,0,0,0,0
10411,Dermatology,CA,0,0,79,0,0,0,0,0,0,0,0
10412,Physician Assistant,OR,0,19,55,0,0,15,0,15,0,0,0
10413,Cardiology,FL,0,0,0,0,0,0,0,0,0,0,0
10414,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
10415,Psychiatry,MO,0,0,0,0,0,0,0,0,0,0,0
10416,Internal Medicine,KY,0,0,137,15,35,57,0,0,19,0,0
10417,Nurse Practitioner,MA,0,16,0,0,20,0,0,0,0,0,0
10418,Family Practice,NY,0,0,0,0,0,0,0,0,0,0,0
10419,Family Practice,CA,0,0,13,0,0,38,0,0,0,0,0
10420,Nurse Practitioner,MO,0,0,0,0,0,0,0,0,0,0,0
10421,Family Practice,NY,0,0,0,0,0,0,0,0,0,0,0
10422,Internal Medicine,MD,0,12,40,0,0,11,0,0,0,0,0
10423,Family Practice,VA,0,0,77,0,19,64,0,19,0,0,0
10424,Ophthalmology,IL,0,0,0,0,0,0,0,0,0,0,0
10425,Internal Medicine,MA,0,79,141,35,0,50,0,60,0,19,0
10426,Nephrology,WI,0,0,15,0,0,18,0,0,0,0,0
10427,Psychiatry,AZ,0,0,0,0,0,0,0,0,0,0,0
10428,Obstetrics/Gynecology,GA,0,0,0,0,0,0,0,0,0,0,0
10429,Urology,LA,0,0,0,0,0,0,0,0,0,0,0
10430,Podiatry,FL,0,0,0,0,0,0,0,0,0,0,0
10431,Physician Assistant,DE,0,0,11,0,0,0,0,38,0,0,0
10432,Allergy/Immunology,CA,0,0,0,0,0,0,0,0,0,0,0
10433,Internal Medicine,MO,0,0,0,0,0,11,0,0,0,0,0
10434,Ophthalmology,MI,0,0,0,0,0,0,0,0,0,0,0
10435,Family Practice,OH,0,64,267,0,23,133,13,0,0,0,0
10436,Ophthalmology,CA,0,0,0,0,0,0,0,0,0,0,0
10437,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
10438,Internal Medicine,CT,0,0,0,13,0,138,0,48,11,0,19
10439,Dentist,MA,0,0,0,0,0,0,0,0,0,0,0
10440,Orthopedic Surgery,OH,0,154,88,0,0,77,0,0,0,0,0
10441,Internal Medicine,WI,32,0,72,0,17,43,0,0,0,16,0
10442,Internal Medicine,CO,12,108,117,20,24,29,16,34,0,0,0
10443,Psychiatry,FL,83,32,24,0,0,0,0,51,14,0,71
10444,Dentist,PA,0,0,237,0,0,19,0,0,0,0,0
10445,Dentist,CT,0,0,22,0,0,0,0,0,0,0,0
10446,Cardiology,NY,0,0,0,0,0,0,0,0,0,0,0
10447,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
10448,Obstetrics/Gynecology,FL,0,0,0,0,0,0,0,0,0,0,0
10449,Emergency Medicine,IN,0,0,0,0,0,0,0,0,0,0,0
10450,Obstetrics/Gynecology,NY,0,0,0,0,0,0,0,0,0,0,0
10451,Physician Assistant,OR,0,17,11,0,0,15,0,39,0,0,0
10452,Nurse Practitioner,FL,0,0,0,0,0,13,0,0,0,0,0
10453,Physician Assistant,PA,0,14,0,0,0,0,0,0,0,0,0
10454,Ophthalmology,PA,0,0,0,0,0,0,0,0,0,0,0
10455,Emergency Medicine,IN,0,29,43,0,0,0,0,0,0,0,0
10456,Family Practice,IN,0,0,11,0,0,0,0,0,0,0,0
10457,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
10458,Internal Medicine,IL,0,73,368,0,47,115,13,0,0,0,23
10459,Family Practice,OK,0,18,109,32,0,170,0,11,0,0,0
10460,Emergency Medicine,KY,0,0,0,11,0,0,0,0,0,0,0
10461,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
10462,Family Practice,AZ,0,55,34,13,0,22,11,29,0,0,0
10463,Nurse Practitioner,ME,0,43,70,0,20,13,0,46,0,0,0
10464,Cardiology,CA,0,0,0,0,0,0,0,0,0,0,0
10465,Nurse Practitioner,MD,0,0,0,0,11,0,0,18,0,0,0
10466,Psychiatry,NY,0,0,0,0,0,0,0,0,0,0,0
10467,Physician Assistant,GA,0,0,0,0,0,13,0,0,0,0,0
10468,General Surgery,VA,0,19,54,0,0,0,0,0,0,0,0
10469,Psychiatry,DE,0,0,0,0,0,0,0,0,0,0,0
10470,Family Practice,IA,0,0,16,0,0,29,0,0,0,0,0
10471,Ophthalmology,WA,0,0,47,0,0,0,0,0,0,0,0
10472,Dentist,OH,0,0,0,28,0,0,0,0,0,0,0
10473,Dentist,OH,0,0,0,0,0,0,0,0,0,0,0
10474,Family Practice,AL,0,0,260,11,0,148,0,0,0,0,0
10475,Family Practice,NC,0,0,0,0,0,0,0,0,0,0,0
10476,Psychiatry,WA,0,0,0,0,0,0,0,0,0,0,0
10477,Gastroenterology,MA,0,0,0,0,0,17,0,0,0,0,0
10478,Dentist,TN,0,0,0,0,0,0,0,0,0,0,0
10479,Cardiology,MO,0,0,0,0,0,0,0,0,0,0,0
10480,Nurse Practitioner,TN,0,0,173,24,0,100,0,0,0,0,0
10481,Dentist,WI,0,0,0,0,0,0,0,0,0,0,0
10482,Nephrology,TX,0,0,0,0,0,0,0,0,0,0,0
10483,General Practice,PR,0,0,0,0,0,65,0,0,0,0,0
10484,Cardiology,FL,0,0,0,0,0,0,0,0,0,0,0
10485,Psychiatry,WA,0,0,60,0,0,0,0,0,0,0,0
10486,Gastroenterology,RI,0,0,0,0,0,0,0,0,0,0,0
10487,Dentist,IL,0,0,12,0,0,0,0,0,0,0,0
10488,Ophthalmology,OH,0,0,0,0,0,0,0,0,0,0,0
10489,Optometry,PA,0,0,0,0,0,0,0,0,0,0,0
10490,Emergency Medicine,OH,0,11,0,0,0,0,0,0,0,0,0
10491,Psychiatry,GA,0,0,0,0,0,0,0,0,0,0,0
10492,Cardiology,VA,0,0,0,0,0,0,0,0,0,0,0
10493,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
10494,Family Practice,OR,0,21,99,0,0,11,0,17,0,0,0
10495,Family Practice,SC,0,146,810,0,0,196,12,40,0,14,0
10496,Dentist,OH,0,0,0,0,0,0,0,0,0,0,0
10497,Podiatry,SC,0,32,55,0,0,0,0,0,0,0,0
10498,Dentist,CO,0,0,26,0,0,0,0,0,0,0,0
10499,Internal Medicine,IL,12,13,89,0,0,11,28,0,0,0,0
10500,Dentist,MS,0,0,36,0,0,0,0,0,0,0,0
10501,Obstetrics/Gynecology,VA,0,0,0,0,0,0,0,0,0,0,0
10502,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
10503,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
10504,Cardiology,CA,0,0,0,0,0,0,0,0,0,0,0
10505,Otolaryngology,NY,0,0,0,0,0,0,0,0,0,0,0
10506,Nurse Practitioner,MI,0,0,26,0,0,0,0,0,0,0,0
10507,Dentist,AZ,0,0,0,0,0,0,0,0,0,0,0
10508,Dentist,MO,0,0,0,0,0,0,0,0,0,0,0
10509,Rheumatology,PA,0,33,132,15,0,119,0,0,0,0,0
10510,Nurse Practitioner,VA,0,0,534,21,0,109,0,23,0,0,0
10511,Family Practice,CA,0,0,0,0,0,0,0,0,0,0,0
10512,Obstetrics/Gynecology,NY,0,0,0,0,0,0,0,0,0,0,0
10513,General Practice,OH,0,22,18,0,0,0,0,0,0,0,0
10514,Physician Assistant,TN,0,0,12,0,0,0,0,0,0,0,0
10515,Nurse Practitioner,CA,0,0,35,0,13,14,0,0,0,0,0
10516,Internal Medicine,NC,0,0,0,0,0,0,0,0,0,0,0
10517,Nurse Practitioner,MN,0,0,0,0,0,0,0,0,0,0,0
10518,Family Practice,TX,0,0,0,0,0,0,0,0,0,0,0
10519,Internal Medicine,ND,0,0,0,0,0,0,0,0,0,0,0
10520,Internal Medicine,MI,0,0,0,0,0,0,0,0,0,0,0
10521,Nurse Practitioner,MA,0,0,0,0,0,0,0,0,0,0,0
10522,Nurse Practitioner,TX,0,0,0,0,0,0,0,0,0,0,0
